Family_Income,Scholarship,Education_Loan,Father_Occupation,Mother_Occupation,Parent_Education,Home_Location,HighSchool_Grade,Admission_Quota,Dropout,Batch
18000,Yes,Yes,Factory Worker,Farmer,Postgraduate,Urban,80.7,SC/ST,0,2024
35000,No,Yes,Small Business,Teacher,HighSchool,Semi-Urban,46.0,Sports,1,2022
3000,Yes,Yes,Teacher,Shopkeeper,No Formal Education,Semi-Urban,79.1,SC/ST,1,2022
100000,No,Yes,Government Job,Teacher,Graduate,Rural,57.8,NRI,0,2021
12000,Yes,No,Government Job,Shopkeeper,Graduate,Semi-Urban,93.2,Management,0,2021
5000,Yes,No,Daily Wage Worker,Teacher,Graduate,Urban,58.5,Management,0,2021
18000,No,Yes,Doctor,Farmer,HighSchool,Urban,93.7,SC/ST,1,2021
8000,Yes,Yes,Daily Wage Worker,Daily Wage Worker,Graduate,Urban,73.5,OBC,1,2024
8000,Yes,Yes,Small Business,Factory Worker,No Formal Education,Urban,52.9,NRI,1,2021
35000,Yes,Yes,Doctor,Factory Worker,No Formal Education,Rural,90.2,Sports,1,2022
18000,No,No,Teacher,Daily Wage Worker,HighSchool,Rural,57.7,OBC,1,2023
75000,Yes,No,Engineer,Shopkeeper,Diploma,Semi-Urban,76.1,Sports,0,2023
12000,Yes,Yes,Small Business,Farmer,Graduate,Semi-Urban,72.1,SC/ST,0,2023
45000,No,No,Driver,Farmer,Primary School,Rural,86.4,Sports,1,2022
18000,Yes,Yes,Government Job,Teacher,Postgraduate,Rural,55.1,NRI,0,2021
35000,Yes,No,Government Job,Shopkeeper,Postgraduate,Urban,47.4,Merit,0,2022
25000,Yes,Yes,Daily Wage Worker,Daily Wage Worker,Primary School,Urban,93.9,Management,1,2022
18000,Yes,Yes,Government Job,Teacher,Graduate,Rural,58.4,OBC,1,2022
75000,No,No,Small Business,Teacher,Graduate,Semi-Urban,76.7,Merit,0,2021
12000,Yes,Yes,Government Job,Teacher,Diploma,Rural,91.4,Management,1,2021
8000,Yes,No,Farmer,Government Job,Diploma,Rural,44.8,SC/ST,1,2024
35000,No,No,Farmer,Nurse,Graduate,Rural,57.2,Merit,1,2023
60000,No,Yes,Factory Worker,Factory Worker,HighSchool,Rural,44.9,Merit,1,2024
5000,No,No,Engineer,Shopkeeper,Graduate,Urban,94.4,Sports,0,2024
18000,Yes,No,Teacher,Government Job,HighSchool,Rural,95.5,SC/ST,0,2021
60000,No,Yes,Doctor,Nurse,Primary School,Semi-Urban,93.4,Management,0,2024
45000,Yes,Yes,Doctor,Shopkeeper,Diploma,Urban,61.5,Management,0,2024
100000,Yes,No,Engineer,Government Job,HighSchool,Rural,68.3,Merit,0,2023
25000,Yes,Yes,Government Job,Homemaker,Graduate,Semi-Urban,93.9,Management,0,2021
35000,No,No,Small Business,Shopkeeper,Graduate,Rural,92.2,Management,0,2024
12000,Yes,No,Driver,Homemaker,HighSchool,Rural,40.7,Merit,1,2023
75000,No,Yes,Engineer,Shopkeeper,Postgraduate,Rural,50.6,Management,0,2024
18000,Yes,No,Driver,Factory Worker,HighSchool,Urban,64.1,OBC,1,2023
45000,No,Yes,Factory Worker,Farmer,Graduate,Semi-Urban,84.3,Merit,1,2021
18000,Yes,Yes,Teacher,Farmer,HighSchool,Rural,62.6,Merit,0,2022
25000,No,Yes,Driver,Government Job,HighSchool,Semi-Urban,52.2,SC/ST,1,2021
35000,No,Yes,Teacher,Government Job,Postgraduate,Urban,88.9,Merit,0,2021
25000,Yes,No,Driver,Shopkeeper,Postgraduate,Urban,60.1,Merit,0,2021
75000,No,Yes,Factory Worker,Daily Wage Worker,HighSchool,Urban,46.7,Merit,0,2024
18000,Yes,Yes,Teacher,Factory Worker,HighSchool,Urban,77.4,Sports,0,2021
35000,Yes,No,Factory Worker,Homemaker,Graduate,Rural,91.0,Merit,0,2024
12000,No,Yes,Driver,Factory Worker,HighSchool,Rural,74.0,SC/ST,1,2023
18000,No,Yes,Small Business,Factory Worker,Postgraduate,Semi-Urban,98.8,SC/ST,1,2022
18000,Yes,No,Driver,Factory Worker,No Formal Education,Semi-Urban,91.6,Merit,1,2023
8000,Yes,No,Doctor,Homemaker,Primary School,Semi-Urban,54.4,SC/ST,1,2021
5000,Yes,No,Farmer,Factory Worker,Primary School,Semi-Urban,59.4,Merit,1,2021
35000,No,No,Farmer,Daily Wage Worker,HighSchool,Rural,51.5,Management,1,2024
35000,Yes,Yes,Factory Worker,Teacher,Postgraduate,Urban,72.9,SC/ST,0,2021
35000,No,No,Driver,Nurse,Graduate,Semi-Urban,78.5,Merit,0,2021
3000,Yes,Yes,Teacher,Government Job,Primary School,Urban,84.2,OBC,0,2023
12000,Yes,Yes,Teacher,Factory Worker,Primary School,Semi-Urban,71.3,Merit,0,2022
8000,Yes,No,Driver,Government Job,HighSchool,Urban,47.2,Merit,0,2022
45000,No,No,Shopkeeper,Homemaker,Graduate,Urban,54.8,Merit,0,2022
60000,No,No,Driver,Daily Wage Worker,Graduate,Rural,67.6,NRI,0,2024
12000,No,No,Farmer,Farmer,Primary School,Semi-Urban,55.9,Sports,1,2022
35000,No,No,Driver,Shopkeeper,Graduate,Urban,43.0,Merit,0,2022
8000,No,No,Doctor,Teacher,Graduate,Urban,92.5,Management,0,2023
12000,Yes,Yes,Factory Worker,Daily Wage Worker,Postgraduate,Semi-Urban,70.8,SC/ST,1,2023
8000,No,Yes,Factory Worker,Nurse,Diploma,Rural,75.1,Merit,1,2021
12000,No,No,Teacher,Teacher,HighSchool,Semi-Urban,46.0,SC/ST,1,2021
35000,Yes,No,Driver,Homemaker,Primary School,Semi-Urban,93.7,Merit,0,2022
75000,No,Yes,Farmer,Shopkeeper,Postgraduate,Rural,90.9,Merit,0,2023
8000,No,No,Driver,Farmer,No Formal Education,Semi-Urban,63.0,Merit,1,2024
25000,Yes,Yes,Government Job,Teacher,HighSchool,Semi-Urban,51.7,OBC,1,2022
35000,No,No,Small Business,Nurse,Diploma,Rural,86.9,Merit,0,2024
75000,No,Yes,Factory Worker,Government Job,Graduate,Rural,73.9,Merit,0,2022
35000,Yes,No,Shopkeeper,Factory Worker,Graduate,Urban,89.1,Merit,0,2021
12000,No,No,Daily Wage Worker,Shopkeeper,Graduate,Rural,68.4,Management,1,2021
35000,No,No,Shopkeeper,Shopkeeper,Primary School,Rural,92.6,Merit,1,2024
12000,No,No,Government Job,Daily Wage Worker,Graduate,Urban,82.3,SC/ST,0,2023
100000,No,Yes,Shopkeeper,Factory Worker,Postgraduate,Rural,60.8,OBC,0,2023
18000,Yes,No,Daily Wage Worker,Homemaker,No Formal Education,Rural,84.5,SC/ST,1,2024
35000,No,No,Teacher,Shopkeeper,No Formal Education,Urban,59.0,Merit,0,2021
3000,No,No,Doctor,Teacher,Postgraduate,Semi-Urban,65.3,SC/ST,1,2021
18000,No,Yes,Driver,Shopkeeper,HighSchool,Rural,63.6,Management,1,2024
60000,Yes,Yes,Engineer,Factory Worker,Diploma,Rural,64.7,Management,0,2022
35000,No,No,Daily Wage Worker,Homemaker,HighSchool,Rural,82.8,Merit,1,2021
18000,Yes,Yes,Farmer,Homemaker,Diploma,Urban,54.5,NRI,1,2023
75000,No,Yes,Small Business,Farmer,Graduate,Rural,59.1,Merit,0,2021
60000,Yes,No,Driver,Nurse,Graduate,Rural,70.2,Merit,0,2023
12000,No,No,Daily Wage Worker,Government Job,HighSchool,Urban,56.3,Merit,1,2021
25000,No,No,Driver,Daily Wage Worker,HighSchool,Urban,47.8,OBC,1,2022
25000,No,No,Doctor,Shopkeeper,Diploma,Urban,81.5,Merit,0,2024
35000,No,Yes,Doctor,Teacher,Diploma,Semi-Urban,75.2,Merit,0,2021
12000,Yes,No,Shopkeeper,Nurse,Graduate,Urban,95.8,Merit,0,2023
12000,Yes,No,Factory Worker,Government Job,Graduate,Rural,83.8,Management,1,2021
75000,Yes,Yes,Teacher,Farmer,Postgraduate,Rural,73.8,Merit,0,2024
75000,No,No,Driver,Nurse,No Formal Education,Rural,55.7,Merit,1,2024
60000,Yes,Yes,Engineer,Shopkeeper,Primary School,Rural,51.8,Merit,0,2023
100000,No,Yes,Shopkeeper,Homemaker,Graduate,Urban,70.9,OBC,0,2024
45000,Yes,No,Factory Worker,Shopkeeper,Graduate,Semi-Urban,67.2,Merit,0,2022
45000,Yes,No,Shopkeeper,Nurse,Primary School,Rural,63.9,Merit,0,2023
45000,Yes,No,Doctor,Shopkeeper,Postgraduate,Rural,66.1,Merit,0,2023
25000,Yes,Yes,Teacher,Shopkeeper,Graduate,Urban,52.5,Merit,0,2023
18000,Yes,No,Engineer,Shopkeeper,Diploma,Semi-Urban,64.8,Merit,0,2021
12000,Yes,Yes,Shopkeeper,Daily Wage Worker,Graduate,Urban,42.3,SC/ST,0,2023
35000,No,Yes,Teacher,Government Job,Graduate,Urban,73.1,SC/ST,0,2024
12000,Yes,No,Farmer,Daily Wage Worker,HighSchool,Urban,72.9,Management,1,2024
12000,No,Yes,Doctor,Farmer,HighSchool,Rural,79.3,SC/ST,1,2024
25000,No,No,Farmer,Daily Wage Worker,Diploma,Semi-Urban,82.1,Merit,1,2022
18000,Yes,No,Teacher,Farmer,Diploma,Semi-Urban,79.8,Management,0,2021
12000,No,Yes,Teacher,Nurse,Graduate,Urban,87.4,Sports,1,2021
45000,Yes,No,Driver,Shopkeeper,Diploma,Rural,47.9,OBC,0,2024
60000,No,Yes,Farmer,Shopkeeper,No Formal Education,Urban,92.3,Merit,1,2023
8000,No,Yes,Engineer,Daily Wage Worker,Graduate,Semi-Urban,62.9,SC/ST,1,2022
3000,Yes,No,Government Job,Nurse,Primary School,Semi-Urban,79.3,SC/ST,1,2021
12000,No,No,Engineer,Teacher,Postgraduate,Rural,47.1,Sports,1,2021
45000,Yes,No,Shopkeeper,Farmer,Graduate,Rural,53.2,Merit,0,2021
60000,Yes,No,Doctor,Farmer,Graduate,Urban,94.9,Merit,0,2021
8000,Yes,Yes,Engineer,Factory Worker,Diploma,Rural,48.1,SC/ST,1,2022
45000,No,No,Shopkeeper,Factory Worker,HighSchool,Rural,67.4,Management,1,2024
8000,Yes,Yes,Doctor,Farmer,Graduate,Semi-Urban,45.6,OBC,0,2024
18000,No,No,Engineer,Teacher,Primary School,Rural,45.5,Merit,1,2023
100000,No,No,Doctor,Teacher,Graduate,Semi-Urban,98.6,SC/ST,0,2022
8000,No,No,Driver,Factory Worker,HighSchool,Rural,77.7,Management,1,2023
8000,No,No,Engineer,Factory Worker,Graduate,Semi-Urban,77.5,SC/ST,1,2021
18000,No,No,Teacher,Teacher,Primary School,Rural,56.0,Management,1,2021
35000,No,No,Farmer,Nurse,Primary School,Semi-Urban,49.0,Management,1,2021
75000,No,Yes,Daily Wage Worker,Factory Worker,Diploma,Semi-Urban,76.2,Management,1,2024
100000,Yes,No,Daily Wage Worker,Farmer,Graduate,Urban,54.7,SC/ST,0,2024
5000,No,No,Engineer,Factory Worker,HighSchool,Rural,56.0,Management,1,2023
8000,No,No,Factory Worker,Teacher,Diploma,Rural,64.8,Merit,1,2024
45000,No,No,Small Business,Shopkeeper,Graduate,Rural,53.3,OBC,1,2022
12000,No,No,Shopkeeper,Shopkeeper,Diploma,Rural,95.4,Merit,1,2021
60000,Yes,Yes,Farmer,Factory Worker,Graduate,Semi-Urban,74.1,Management,0,2023
35000,Yes,No,Teacher,Factory Worker,HighSchool,Urban,44.0,SC/ST,0,2023
8000,Yes,No,Small Business,Shopkeeper,Primary School,Rural,68.5,Management,1,2021
60000,Yes,No,Daily Wage Worker,Farmer,Primary School,Rural,73.1,SC/ST,1,2021
8000,No,No,Factory Worker,Government Job,Postgraduate,Urban,61.2,Merit,1,2022
18000,Yes,Yes,Doctor,Shopkeeper,Primary School,Urban,91.6,Sports,0,2023
25000,No,Yes,Teacher,Farmer,Primary School,Rural,70.7,Merit,0,2021
25000,No,Yes,Shopkeeper,Factory Worker,HighSchool,Urban,54.1,Merit,0,2023
35000,No,No,Doctor,Homemaker,Graduate,Semi-Urban,71.9,OBC,0,2021
35000,No,No,Driver,Homemaker,Diploma,Urban,82.7,SC/ST,0,2022
100000,Yes,No,Engineer,Daily Wage Worker,Graduate,Rural,58.2,Merit,0,2024
100000,No,Yes,Government Job,Homemaker,Diploma,Semi-Urban,91.5,Management,0,2021
25000,No,No,Government Job,Daily Wage Worker,Graduate,Urban,43.4,Merit,1,2022
5000,No,No,Government Job,Factory Worker,Postgraduate,Urban,57.6,Merit,0,2022
45000,Yes,Yes,Driver,Shopkeeper,Diploma,Semi-Urban,94.7,Merit,0,2021
100000,Yes,Yes,Doctor,Homemaker,Postgraduate,Rural,55.8,SC/ST,0,2023
12000,Yes,No,Shopkeeper,Nurse,Postgraduate,Urban,44.5,Merit,0,2021
18000,Yes,No,Small Business,Factory Worker,No Formal Education,Semi-Urban,42.7,Sports,1,2022
18000,Yes,Yes,Factory Worker,Farmer,Graduate,Semi-Urban,84.5,SC/ST,1,2022
5000,No,No,Farmer,Farmer,Graduate,Rural,59.8,NRI,1,2024
35000,No,Yes,Small Business,Factory Worker,Postgraduate,Urban,85.1,SC/ST,0,2021
18000,No,No,Daily Wage Worker,Farmer,Graduate,Semi-Urban,78.4,Management,1,2022
45000,No,Yes,Shopkeeper,Factory Worker,Graduate,Urban,84.3,Merit,0,2023
60000,Yes,Yes,Small Business,Farmer,HighSchool,Semi-Urban,94.1,OBC,0,2024
60000,No,No,Driver,Nurse,Graduate,Rural,88.1,OBC,0,2023
18000,No,Yes,Engineer,Daily Wage Worker,Primary School,Urban,48.9,Merit,1,2021
12000,Yes,No,Farmer,Factory Worker,Graduate,Rural,93.5,OBC,0,2022
45000,No,No,Government Job,Homemaker,HighSchool,Rural,59.8,Merit,0,2022
45000,No,No,Government Job,Teacher,Graduate,Urban,87.5,SC/ST,0,2024
25000,No,Yes,Doctor,Nurse,Graduate,Urban,70.8,OBC,0,2023
60000,Yes,No,Government Job,Nurse,HighSchool,Urban,50.3,Merit,0,2021
8000,No,No,Teacher,Factory Worker,Graduate,Rural,80.7,Management,1,2023
60000,No,Yes,Factory Worker,Homemaker,Graduate,Urban,79.5,Merit,0,2021
5000,No,Yes,Farmer,Farmer,No Formal Education,Semi-Urban,93.6,NRI,1,2024
8000,Yes,No,Doctor,Daily Wage Worker,Diploma,Semi-Urban,64.2,Merit,0,2021
25000,No,No,Doctor,Shopkeeper,HighSchool,Semi-Urban,83.3,SC/ST,1,2021
5000,No,No,Small Business,Daily Wage Worker,Primary School,Semi-Urban,70.6,OBC,1,2024
5000,Yes,No,Factory Worker,Shopkeeper,Graduate,Rural,72.5,Management,1,2023
3000,Yes,Yes,Small Business,Homemaker,HighSchool,Semi-Urban,60.2,Sports,1,2022
18000,No,Yes,Driver,Homemaker,Graduate,Rural,61.3,Management,1,2021
45000,No,No,Engineer,Factory Worker,No Formal Education,Urban,87.4,Sports,0,2024
3000,No,No,Government Job,Shopkeeper,Primary School,Urban,77.4,SC/ST,1,2023
35000,Yes,No,Teacher,Government Job,Graduate,Semi-Urban,80.5,OBC,0,2021
60000,No,No,Teacher,Government Job,HighSchool,Urban,94.9,OBC,0,2021
8000,Yes,No,Doctor,Factory Worker,Postgraduate,Urban,80.7,Management,0,2023
8000,Yes,No,Teacher,Farmer,Primary School,Urban,83.3,SC/ST,0,2023
60000,Yes,No,Small Business,Government Job,Graduate,Urban,85.6,Merit,0,2022
60000,No,No,Driver,Homemaker,Graduate,Rural,65.3,Merit,1,2021
25000,Yes,Yes,Teacher,Nurse,Graduate,Urban,67.2,Merit,0,2024
45000,Yes,Yes,Small Business,Daily Wage Worker,Graduate,Rural,97.8,NRI,0,2024
5000,Yes,No,Shopkeeper,Teacher,HighSchool,Urban,73.0,SC/ST,0,2022
18000,No,No,Driver,Nurse,Graduate,Semi-Urban,62.2,NRI,0,2022
45000,Yes,Yes,Farmer,Factory Worker,Diploma,Urban,43.4,Merit,1,2022
12000,Yes,No,Factory Worker,Daily Wage Worker,Graduate,Rural,52.7,Merit,1,2021
45000,Yes,Yes,Doctor,Homemaker,Primary School,Rural,85.9,OBC,0,2021
25000,Yes,No,Factory Worker,Government Job,Primary School,Rural,94.7,SC/ST,1,2024
45000,No,Yes,Government Job,Nurse,Diploma,Rural,86.3,Merit,0,2022
18000,No,No,Small Business,Nurse,Diploma,Semi-Urban,87.0,Merit,1,2021
18000,Yes,Yes,Small Business,Factory Worker,Primary School,Rural,91.7,OBC,0,2021
12000,Yes,No,Daily Wage Worker,Daily Wage Worker,Primary School,Urban,66.2,Merit,1,2022
8000,Yes,Yes,Driver,Farmer,Primary School,Urban,48.2,OBC,1,2021
45000,No,No,Government Job,Farmer,No Formal Education,Semi-Urban,76.5,Merit,0,2024
8000,No,No,Shopkeeper,Farmer,No Formal Education,Urban,93.6,SC/ST,1,2021
5000,Yes,Yes,Small Business,Factory Worker,Graduate,Semi-Urban,66.3,Merit,0,2024
8000,Yes,No,Government Job,Teacher,Postgraduate,Urban,88.2,Management,0,2023
8000,No,No,Driver,Teacher,Diploma,Urban,91.7,Merit,0,2022
60000,No,No,Government Job,Government Job,HighSchool,Urban,44.7,Merit,0,2021
18000,Yes,Yes,Factory Worker,Teacher,HighSchool,Rural,65.2,SC/ST,1,2023
100000,No,Yes,Daily Wage Worker,Daily Wage Worker,Graduate,Urban,66.8,Merit,0,2022
8000,No,No,Shopkeeper,Teacher,Postgraduate,Urban,65.5,SC/ST,1,2022
35000,No,Yes,Teacher,Government Job,HighSchool,Rural,55.6,Management,1,2023
18000,No,Yes,Factory Worker,Farmer,No Formal Education,Rural,68.8,Sports,1,2021
18000,No,Yes,Daily Wage Worker,Homemaker,HighSchool,Urban,82.7,NRI,1,2021
60000,Yes,No,Shopkeeper,Farmer,Diploma,Urban,80.1,Merit,0,2024
100000,Yes,No,Engineer,Farmer,No Formal Education,Semi-Urban,94.9,Merit,0,2023
60000,Yes,No,Small Business,Daily Wage Worker,Graduate,Rural,83.4,Merit,0,2024
8000,Yes,No,Farmer,Factory Worker,Primary School,Semi-Urban,84.5,SC/ST,1,2022
12000,No,No,Daily Wage Worker,Nurse,Primary School,Rural,57.1,Merit,1,2024
35000,No,Yes,Teacher,Nurse,Graduate,Urban,41.8,NRI,0,2023
12000,No,Yes,Small Business,Farmer,Graduate,Rural,70.3,SC/ST,1,2023
45000,No,Yes,Shopkeeper,Farmer,HighSchool,Rural,85.9,Sports,1,2023
25000,Yes,No,Small Business,Government Job,Graduate,Semi-Urban,63.5,Management,0,2021
25000,No,No,Daily Wage Worker,Shopkeeper,HighSchool,Urban,88.0,NRI,1,2023
60000,Yes,Yes,Driver,Shopkeeper,HighSchool,Urban,76.6,Merit,0,2021
35000,No,No,Factory Worker,Daily Wage Worker,Primary School,Semi-Urban,59.6,Merit,1,2023
3000,No,Yes,Doctor,Homemaker,HighSchool,Rural,60.2,Merit,1,2022
5000,No,No,Driver,Nurse,No Formal Education,Rural,80.3,Merit,1,2021
35000,No,No,Factory Worker,Daily Wage Worker,Graduate,Semi-Urban,74.0,Merit,1,2021
25000,Yes,Yes,Farmer,Teacher,Postgraduate,Rural,44.0,Merit,1,2024
12000,Yes,Yes,Engineer,Homemaker,No Formal Education,Semi-Urban,72.6,OBC,0,2022
18000,No,No,Shopkeeper,Government Job,HighSchool,Semi-Urban,42.6,OBC,1,2024
45000,Yes,Yes,Teacher,Shopkeeper,HighSchool,Semi-Urban,72.3,Management,0,2023
60000,Yes,No,Teacher,Factory Worker,Diploma,Rural,94.7,Management,0,2024
25000,No,No,Farmer,Government Job,Graduate,Urban,45.4,Merit,0,2023
18000,No,No,Doctor,Teacher,No Formal Education,Urban,68.5,SC/ST,1,2021
12000,No,Yes,Farmer,Farmer,Graduate,Semi-Urban,85.7,NRI,1,2023
25000,No,Yes,Teacher,Teacher,Diploma,Semi-Urban,65.3,Merit,0,2023
12000,Yes,No,Small Business,Homemaker,Graduate,Rural,61.2,Merit,0,2024
25000,No,Yes,Small Business,Homemaker,HighSchool,Semi-Urban,74.1,Management,1,2024
35000,No,Yes,Doctor,Farmer,Primary School,Urban,90.4,Management,0,2023
5000,Yes,No,Daily Wage Worker,Nurse,Primary School,Semi-Urban,91.1,Merit,1,2024
3000,No,No,Teacher,Daily Wage Worker,Graduate,Rural,56.0,SC/ST,1,2024
12000,Yes,No,Engineer,Daily Wage Worker,Diploma,Urban,97.1,SC/ST,0,2022
60000,No,No,Doctor,Farmer,Graduate,Semi-Urban,49.6,Management,0,2022
35000,No,Yes,Factory Worker,Nurse,Primary School,Rural,52.5,Management,1,2024
8000,No,Yes,Factory Worker,Government Job,No Formal Education,Rural,81.3,Merit,1,2023
60000,No,No,Shopkeeper,Teacher,Graduate,Rural,91.1,Merit,0,2022
18000,No,No,Farmer,Government Job,Primary School,Semi-Urban,50.9,Management,1,2024
18000,Yes,No,Engineer,Farmer,Postgraduate,Urban,59.2,SC/ST,0,2021
75000,Yes,No,Daily Wage Worker,Daily Wage Worker,Graduate,Rural,44.6,SC/ST,0,2023
5000,Yes,No,Small Business,Factory Worker,HighSchool,Rural,67.1,SC/ST,1,2024
12000,No,No,Doctor,Daily Wage Worker,Graduate,Rural,70.5,Merit,0,2024
25000,Yes,No,Farmer,Daily Wage Worker,Primary School,Semi-Urban,74.8,Merit,1,2022
8000,No,No,Engineer,Government Job,Postgraduate,Urban,51.1,Merit,0,2024
35000,Yes,No,Shopkeeper,Farmer,Graduate,Rural,56.3,Merit,0,2022
12000,Yes,No,Daily Wage Worker,Homemaker,HighSchool,Urban,84.6,Management,1,2021
5000,Yes,No,Small Business,Daily Wage Worker,Graduate,Rural,46.5,Merit,0,2024
8000,No,No,Small Business,Government Job,No Formal Education,Urban,40.2,Management,1,2024
18000,Yes,No,Shopkeeper,Daily Wage Worker,HighSchool,Semi-Urban,63.0,NRI,1,2023
8000,Yes,No,Factory Worker,Government Job,HighSchool,Semi-Urban,74.2,SC/ST,1,2024
8000,No,Yes,Farmer,Government Job,HighSchool,Urban,92.6,Sports,1,2022
60000,Yes,No,Factory Worker,Shopkeeper,Primary School,Semi-Urban,42.3,SC/ST,1,2021
12000,No,No,Daily Wage Worker,Teacher,Postgraduate,Urban,59.7,OBC,1,2024
18000,No,No,Factory Worker,Shopkeeper,Diploma,Semi-Urban,90.5,Merit,1,2022
5000,Yes,No,Small Business,Factory Worker,Postgraduate,Urban,82.1,SC/ST,0,2021
18000,Yes,No,Factory Worker,Government Job,No Formal Education,Rural,77.4,Merit,1,2022
12000,No,Yes,Engineer,Farmer,Postgraduate,Semi-Urban,40.6,Merit,0,2023
35000,No,Yes,Factory Worker,Teacher,Graduate,Urban,67.4,Merit,0,2023
8000,No,No,Government Job,Factory Worker,Graduate,Semi-Urban,97.7,SC/ST,0,2022
60000,No,No,Doctor,Shopkeeper,Graduate,Urban,79.5,NRI,0,2022
75000,No,Yes,Shopkeeper,Daily Wage Worker,Diploma,Urban,88.1,SC/ST,0,2023
5000,No,No,Driver,Factory Worker,Graduate,Rural,70.3,Merit,1,2024
5000,Yes,No,Doctor,Nurse,Postgraduate,Urban,61.3,OBC,0,2022
8000,No,Yes,Shopkeeper,Teacher,Primary School,Urban,58.9,Merit,1,2022
35000,No,No,Farmer,Shopkeeper,No Formal Education,Rural,87.0,Management,1,2023
8000,No,No,Factory Worker,Factory Worker,Postgraduate,Rural,67.2,Merit,1,2021
60000,No,No,Teacher,Homemaker,Postgraduate,Rural,59.0,Management,0,2023
45000,No,No,Small Business,Homemaker,Diploma,Urban,78.7,SC/ST,0,2021
45000,No,Yes,Government Job,Farmer,Graduate,Urban,98.9,Merit,0,2023
25000,No,No,Engineer,Teacher,Postgraduate,Urban,65.4,SC/ST,0,2024
100000,No,No,Teacher,Farmer,Diploma,Semi-Urban,49.7,OBC,0,2023
5000,Yes,No,Teacher,Farmer,Primary School,Semi-Urban,77.9,NRI,0,2023
18000,Yes,No,Factory Worker,Factory Worker,Diploma,Rural,63.6,SC/ST,1,2023
12000,No,No,Teacher,Farmer,HighSchool,Urban,74.8,Merit,0,2023
75000,No,No,Shopkeeper,Factory Worker,No Formal Education,Urban,98.8,Management,0,2024
25000,No,No,Driver,Shopkeeper,Postgraduate,Semi-Urban,67.0,Merit,1,2021
45000,No,No,Doctor,Homemaker,Graduate,Rural,57.9,Merit,0,2022
8000,Yes,Yes,Daily Wage Worker,Daily Wage Worker,Graduate,Urban,97.9,Merit,0,2023
100000,Yes,No,Government Job,Factory Worker,Graduate,Urban,79.4,NRI,0,2024
25000,No,Yes,Farmer,Teacher,HighSchool,Urban,58.0,Merit,1,2022
25000,No,No,Engineer,Factory Worker,Graduate,Semi-Urban,58.7,OBC,0,2021
100000,No,No,Shopkeeper,Farmer,Graduate,Rural,75.7,SC/ST,0,2022
18000,No,Yes,Engineer,Nurse,Graduate,Rural,61.4,SC/ST,1,2024
18000,Yes,Yes,Driver,Daily Wage Worker,Primary School,Semi-Urban,85.6,OBC,1,2023
25000,No,No,Engineer,Daily Wage Worker,Graduate,Urban,51.4,Merit,0,2024
8000,No,No,Doctor,Nurse,HighSchool,Rural,51.3,OBC,1,2023
12000,No,Yes,Daily Wage Worker,Government Job,Diploma,Semi-Urban,53.7,Merit,1,2021
8000,No,No,Teacher,Government Job,Diploma,Urban,91.6,Merit,0,2023
5000,No,No,Small Business,Homemaker,Postgraduate,Rural,45.4,SC/ST,1,2024
60000,No,No,Engineer,Government Job,HighSchool,Semi-Urban,75.5,SC/ST,0,2024
25000,No,Yes,Shopkeeper,Homemaker,No Formal Education,Urban,91.0,Merit,0,2023
18000,No,No,Small Business,Daily Wage Worker,Postgraduate,Semi-Urban,50.4,SC/ST,1,2022
18000,Yes,No,Shopkeeper,Factory Worker,Postgraduate,Semi-Urban,94.2,OBC,0,2022
18000,No,Yes,Driver,Farmer,HighSchool,Urban,82.0,Management,1,2023
35000,No,No,Daily Wage Worker,Factory Worker,Graduate,Rural,53.6,SC/ST,1,2021
75000,Yes,Yes,Government Job,Factory Worker,Postgraduate,Urban,97.8,Merit,0,2024
75000,No,No,Shopkeeper,Factory Worker,No Formal Education,Urban,89.1,Sports,0,2023
18000,Yes,Yes,Engineer,Government Job,Graduate,Rural,43.4,Management,0,2022
12000,Yes,No,Factory Worker,Teacher,HighSchool,Rural,88.7,SC/ST,1,2023
18000,No,No,Shopkeeper,Nurse,Graduate,Rural,74.0,SC/ST,1,2021
25000,No,No,Daily Wage Worker,Shopkeeper,No Formal Education,Urban,92.5,Management,1,2024
18000,Yes,Yes,Factory Worker,Government Job,Graduate,Semi-Urban,74.8,OBC,0,2024
35000,No,No,Shopkeeper,Government Job,Graduate,Semi-Urban,87.0,Merit,0,2022
25000,No,No,Doctor,Daily Wage Worker,No Formal Education,Urban,89.1,Management,0,2023
12000,Yes,No,Shopkeeper,Government Job,Graduate,Semi-Urban,87.0,SC/ST,0,2023
12000,No,Yes,Teacher,Factory Worker,Primary School,Semi-Urban,43.5,Management,1,2021
18000,Yes,Yes,Teacher,Government Job,Primary School,Urban,79.3,Sports,0,2022
5000,Yes,No,Farmer,Shopkeeper,Postgraduate,Semi-Urban,92.9,Merit,0,2024
8000,Yes,No,Factory Worker,Factory Worker,Postgraduate,Urban,95.2,OBC,0,2021
45000,Yes,Yes,Driver,Farmer,Graduate,Semi-Urban,85.3,SC/ST,0,2023
18000,Yes,No,Government Job,Farmer,Postgraduate,Semi-Urban,58.3,Sports,0,2022
12000,No,No,Farmer,Homemaker,No Formal Education,Rural,90.6,Merit,1,2022
25000,Yes,No,Doctor,Farmer,Diploma,Urban,41.5,Merit,0,2024
45000,Yes,No,Shopkeeper,Homemaker,Postgraduate,Semi-Urban,85.5,Management,0,2022
12000,Yes,Yes,Factory Worker,Homemaker,Postgraduate,Urban,68.6,Merit,0,2021
